time,"40.49115625,74.22418125","40.49115625,74.15434375000001","40.49115625,74.08450625","40.49115625,74.01466875","40.49115625,73.94483125","40.49115625,73.87499375","40.49115625,73.80515625000001","40.49115625,73.73531875","40.51866875,74.22418125","40.51866875,74.15434375000001","40.51866875,74.08450625","40.51866875,74.01466875","40.51866875,73.94483125","40.51866875,73.87499375","40.51866875,73.80515625000001","40.51866875,73.73531875","40.546181250000004,74.22418125","40.546181250000004,74.15434375000001","40.546181250000004,74.08450625","40.546181250000004,74.01466875","40.546181250000004,73.94483125","40.546181250000004,73.87499375","40.546181250000004,73.80515625000001","40.546181250000004,73.73531875","40.573693750000004,74.22418125","40.573693750000004,74.15434375000001","40.573693750000004,74.08450625","40.573693750000004,74.01466875","40.573693750000004,73.94483125","40.573693750000004,73.87499375","40.573693750000004,73.80515625000001","40.573693750000004,73.73531875","40.601206250000004,74.22418125","40.601206250000004,74.15434375000001","40.601206250000004,74.08450625","40.601206250000004,74.01466875","40.601206250000004,73.94483125","40.601206250000004,73.87499375","40.601206250000004,73.80515625000001","40.601206250000004,73.73531875","40.628718750000004,74.22418125","40.628718750000004,74.15434375000001","40.628718750000004,74.08450625","40.628718750000004,74.01466875","40.628718750000004,73.94483125","40.628718750000004,73.87499375","40.628718750000004,73.80515625000001","40.628718750000004,73.73531875","40.656231250000005,74.22418125","40.656231250000005,74.15434375000001","40.656231250000005,74.08450625","40.656231250000005,74.01466875","40.656231250000005,73.94483125","40.656231250000005,73.87499375","40.656231250000005,73.80515625000001","40.656231250000005,73.73531875","40.683743750000005,74.22418125","40.683743750000005,74.15434375000001","40.683743750000005,74.08450625","40.683743750000005,74.01466875","40.683743750000005,73.94483125","40.683743750000005,73.87499375","40.683743750000005,73.80515625000001","40.683743750000005,73.73531875","40.711256250000005,74.22418125","40.711256250000005,74.15434375000001","40.711256250000005,74.08450625","40.711256250000005,74.01466875","40.711256250000005,73.94483125","40.711256250000005,73.87499375","40.711256250000005,73.80515625000001","40.711256250000005,73.73531875","40.73876875,74.22418125","40.73876875,74.15434375000001","40.73876875,74.08450625","40.73876875,74.01466875","40.73876875,73.94483125","40.73876875,73.87499375","40.73876875,73.80515625000001","40.73876875,73.73531875","40.76628125,74.22418125","40.76628125,74.15434375000001","40.76628125,74.08450625","40.76628125,74.01466875","40.76628125,73.94483125","40.76628125,73.87499375","40.76628125,73.80515625000001","40.76628125,73.73531875","40.79379375,74.22418125","40.79379375,74.15434375000001","40.79379375,74.08450625","40.79379375,74.01466875","40.79379375,73.94483125","40.79379375,73.87499375","40.79379375,73.80515625000001","40.79379375,73.73531875","40.82130625,74.22418125","40.82130625,74.15434375000001","40.82130625,74.08450625","40.82130625,74.01466875","40.82130625,73.94483125","40.82130625,73.87499375","40.82130625,73.80515625000001","40.82130625,73.73531875","40.84881875,74.22418125","40.84881875,74.15434375000001","40.84881875,74.08450625","40.84881875,74.01466875","40.84881875,73.94483125","40.84881875,73.87499375","40.84881875,73.80515625000001","40.84881875,73.73531875","40.87633125,74.22418125","40.87633125,74.15434375000001","40.87633125,74.08450625","40.87633125,74.01466875","40.87633125,73.94483125","40.87633125,73.87499375","40.87633125,73.80515625000001","40.87633125,73.73531875","40.90384375,74.22418125","40.90384375,74.15434375000001","40.90384375,74.08450625","40.90384375,74.01466875","40.90384375,73.94483125","40.90384375,73.87499375","40.90384375,73.80515625000001","40.90384375,73.73531875"
2014/4/22 1:00,0,0,1,3,0,0,0,0,0,0,1,1,2,0,2,0,0,0,1,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,3,2,6,0,0,0,0,0,0,2,4,1,0,0,0,0,0,2,9,0,0,0,0,0,0,1,4,0,0,0,0,5,0,1,1,1,0,0,0,3,1,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1,2
2014/4/22 2:00,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,3,1,0,0,0,2,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/4/22 3:00,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014/4/22 4:00,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,3,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/4/22 5:00,0,0,1,2,0,0,0,0,0,1,2,4,5,4,1,0,0,2,0,1,3,3,1,0,0,2,3,5,7,3,0,0,0,7,2,2,1,3,0,0,0,6,4,6,1,0,0,0,0,2,5,5,4,0,0,0,0,0,2,1,0,0,0,0,1,1,4,1,0,0,0,0,8,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014/4/22 6:00,0,0,4,5,10,0,0,0,0,1,4,22,27,15,3,0,0,4,3,9,32,43,2,0,0,6,5,12,39,24,0,0,0,20,4,11,7,28,0,0,0,13,15,27,19,0,0,0,0,6,13,19,3,0,0,0,0,2,9,12,2,0,0,0,0,4,6,3,4,0,0,0,28,4,3,5,1,0,1,0,16,9,0,3,2,0,2,0,8,12,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,0,2,9,2,1,0,0,0,0,0,0,0,1,2
2014/4/22 7:00,0,0,3,10,12,0,0,0,0,8,10,38,82,34,0,0,0,2,5,21,66,104,12,0,0,15,25,33,75,30,0,0,0,29,15,25,24,12,0,0,0,23,23,66,32,0,0,0,0,21,38,40,25,0,0,0,0,3,37,28,7,0,0,0,5,12,22,8,4,0,0,0,70,14,8,8,1,0,3,0,19,18,4,8,2,0,1,0,16,40,0,0,0,3,0,0,14,0,3,4,2,1,0,0,0,0,0,13,4,3,0,0,0,0,1,1,15,1,0,1,0,0,0,0,7,0,0,0
2014/4/22 8:00,0,0,5,12,20,0,0,0,0,11,10,46,78,54,4,0,0,2,11,57,96,112,16,0,0,28,21,84,152,62,0,0,0,42,47,56,50,30,0,0,0,69,83,100,47,0,0,0,0,48,60,81,31,0,0,0,0,26,66,49,4,0,0,0,12,56,62,21,5,0,0,0,83,34,24,11,6,0,3,0,92,33,16,16,1,0,6,0,47,81,0,0,0,2,0,0,37,0,3,26,2,3,0,0,0,0,3,45,6,4,0,0,0,0,3,3,16,3,3,0,0,0,0,0,8,1,1,1
2014/4/22 9:00,0,0,2,17,24,0,0,0,0,1,16,36,61,34,0,0,0,3,22,68,49,59,12,0,0,40,13,56,112,49,0,0,0,66,41,74,51,32,0,0,0,78,75,70,53,0,0,0,0,48,60,97,19,0,0,0,0,20,84,45,6,0,0,0,5,96,64,15,6,0,0,0,49,42,32,8,1,0,3,0,49,34,15,9,1,0,4,0,76,51,0,0,0,1,0,0,34,0,3,25,8,10,0,0,0,0,2,23,4,2,3,0,0,0,3,7,6,1,1,0,0,0,0,0,9,3,1,1
2014/4/22 10:00,0,0,0,4,20,0,0,0,0,1,7,25,24,23,1,0,0,1,15,29,19,21,10,0,0,20,9,29,51,17,0,0,0,23,29,47,18,19,0,0,0,42,36,27,21,0,0,0,0,30,39,63,11,0,0,0,0,14,44,27,8,0,0,0,2,36,31,17,5,1,0,0,31,5,22,6,5,0,1,0,12,18,11,4,4,0,3,0,22,20,0,0,0,0,0,0,13,0,2,6,3,1,0,0,0,0,0,12,3,1,2,1,0,0,1,0,2,2,2,0,0,0,0,0,5,2,4,2
2014/4/22 11:00,0,0,2,6,20,0,0,0,0,1,8,19,18,14,2,0,0,6,11,18,23,27,1,0,0,16,10,22,46,19,0,0,0,37,27,32,17,15,0,0,0,36,36,43,23,0,0,0,0,30,39,35,18,0,0,0,0,19,41,46,15,0,0,0,1,25,27,26,5,1,0,0,35,13,17,13,3,0,3,0,13,20,10,6,5,0,1,2,14,15,0,0,0,2,0,0,9,0,3,8,5,2,0,0,0,0,2,11,2,1,0,0,0,0,5,4,6,1,0,0,0,0,0,0,8,0,1,1
2014/4/22 12:00,0,0,1,8,19,0,0,0,0,7,6,16,16,11,1,0,0,2,17,29,33,25,7,0,0,20,19,28,41,21,0,0,0,38,28,29,28,10,0,0,0,47,49,66,25,0,0,0,0,24,40,54,19,0,0,0,0,20,38,59,10,0,0,0,1,19,29,22,19,1,0,0,21,10,27,8,2,0,6,0,23,19,13,9,4,0,6,0,22,28,0,0,0,0,0,0,5,0,5,4,1,2,0,0,0,0,2,16,0,10,0,0,0,0,5,4,3,0,1,1,0,0,0,0,3,3,1,3
2014/4/22 13:00,0,0,1,12,26,0,0,0,0,5,11,27,17,16,3,0,0,3,25,25,28,34,12,0,0,11,21,28,45,24,0,0,0,38,38,33,23,12,0,0,0,44,58,46,24,0,0,0,0,35,44,55,16,0,0,0,0,21,55,48,13,0,0,0,3,22,29,28,13,2,0,0,43,21,33,14,7,0,2,0,18,21,7,6,1,0,2,0,13,28,0,0,0,1,0,0,9,0,9,8,2,0,0,0,0,0,1,18,4,5,2,0,0,0,3,3,5,1,2,0,0,0,0,0,2,2,4,0
2014/4/22 14:00,0,0,8,11,26,0,0,0,0,8,6,18,24,23,2,0,0,4,19,37,16,29,9,0,0,14,27,41,37,14,0,0,0,30,46,40,21,14,0,0,0,37,56,47,31,0,0,0,0,50,50,41,22,0,0,0,0,22,54,44,18,0,0,0,3,19,38,23,16,0,0,0,41,16,31,9,7,0,7,0,19,16,9,7,7,0,8,0,17,16,0,0,0,2,1,0,8,0,4,10,5,3,0,0,0,0,1,18,1,3,1,1,0,0,3,9,1,1,1,0,0,0,0,0,6,0,1,3
2014/4/22 15:00,0,0,2,10,35,0,0,0,0,9,14,25,23,19,0,0,0,2,16,48,25,23,5,0,0,15,22,53,41,13,0,0,0,46,37,31,23,9,0,0,0,42,59,45,16,0,0,0,0,52,62,64,17,0,0,0,0,24,55,63,15,0,0,0,4,27,34,34,14,0,0,0,46,18,17,20,10,0,6,0,26,23,12,9,5,0,6,1,26,23,0,0,0,1,0,0,2,0,4,5,3,1,0,0,0,0,2,10,5,7,5,3,0,0,8,1,3,2,1,0,0,0,0,0,4,1,1,2
2014/4/22 16:00,0,0,5,23,29,0,0,0,0,5,17,32,21,11,1,0,0,1,41,72,16,25,7,0,0,11,44,76,60,15,0,0,0,39,41,37,31,24,0,0,0,41,47,43,30,0,0,0,0,43,67,52,36,0,0,0,0,30,51,58,24,0,0,0,4,17,37,39,24,0,0,0,31,16,26,23,17,0,3,0,20,22,14,14,13,0,1,1,20,22,0,0,0,2,2,0,9,0,9,6,3,0,0,0,0,0,2,9,2,11,3,1,0,0,3,5,3,5,1,2,0,0,0,0,6,0,1,5
2014/4/22 17:00,0,0,2,23,23,0,0,0,0,18,17,40,15,17,8,0,0,7,44,90,14,36,18,0,0,18,64,109,100,13,0,0,0,38,41,46,34,30,0,0,0,50,61,39,44,0,0,0,0,49,59,60,50,0,0,0,0,19,46,76,25,0,0,0,5,19,28,47,34,0,0,0,35,19,27,22,14,0,2,0,30,25,20,17,12,0,4,4,11,24,0,0,0,0,1,0,6,0,0,10,2,0,0,0,0,0,6,11,2,10,3,3,0,0,5,7,7,8,2,0,0,0,0,0,7,2,2,2
2014/4/22 18:00,0,0,10,44,40,0,0,0,0,23,40,68,38,26,12,0,0,6,64,111,18,24,26,0,0,24,63,113,128,16,0,0,0,87,76,75,56,27,0,0,0,82,100,81,59,0,0,0,0,84,98,103,107,0,0,0,0,30,80,122,48,0,0,0,7,37,59,102,61,2,0,0,83,21,37,35,25,0,16,0,39,25,21,24,14,0,13,3,23,32,0,0,0,2,1,0,12,0,9,15,3,1,0,0,0,0,12,18,7,21,11,2,0,0,8,20,9,10,9,3,0,0,0,0,23,2,4,3
2014/4/22 19:00,0,0,5,35,36,0,0,0,0,6,22,30,22,11,13,0,0,2,29,56,6,23,13,0,0,10,44,41,47,24,0,0,0,47,42,45,34,28,0,0,0,63,51,54,39,0,0,0,0,60,77,78,61,0,0,0,0,36,39,118,38,0,0,0,8,31,37,74,45,0,0,0,53,12,28,19,14,0,5,0,29,19,23,17,10,0,15,3,22,33,0,0,0,0,0,0,2,0,9,9,4,3,0,0,0,0,9,13,1,23,8,3,0,0,11,10,6,5,6,0,0,0,0,0,9,2,10,4
2014/4/22 20:00,0,0,6,13,11,0,0,0,0,3,17,23,7,3,3,0,0,0,18,24,4,6,6,0,0,7,20,12,33,13,0,0,0,35,28,17,27,22,0,0,0,34,47,21,29,0,0,0,0,22,39,53,49,0,0,0,0,20,38,73,21,0,0,0,8,17,33,48,36,2,0,0,28,11,18,21,19,0,2,0,14,12,13,11,3,0,6,1,13,16,0,0,0,1,1,0,1,0,3,7,3,0,0,0,0,0,6,9,2,12,0,2,0,0,6,4,5,7,4,0,0,0,0,0,4,2,4,2
2014/4/22 21:00,0,0,5,15,14,0,0,0,0,1,11,25,14,5,8,0,0,0,8,25,4,6,1,0,0,4,10,15,17,17,0,0,0,22,23,6,24,11,0,0,0,33,25,22,28,0,0,0,0,17,29,29,28,0,0,0,0,18,22,46,15,0,0,0,4,11,11,40,25,1,0,0,23,7,15,27,9,0,2,0,16,12,9,18,6,0,6,1,14,13,0,0,0,2,0,0,5,0,3,5,3,1,0,0,0,0,6,11,3,14,6,4,0,0,2,3,5,3,3,2,0,0,0,0,3,3,4,1
2014/4/22 22:00,0,0,2,10,3,0,0,0,0,0,8,15,9,2,2,0,0,1,9,15,0,2,4,0,0,7,8,11,12,5,0,0,0,17,11,8,11,13,0,0,0,26,19,11,35,0,0,0,0,20,28,24,32,0,0,0,0,10,27,36,22,0,0,0,2,10,19,19,23,0,0,0,17,5,11,17,6,0,4,0,10,11,11,9,3,0,3,1,13,7,0,0,0,1,0,0,2,0,4,4,1,1,0,0,0,0,2,3,1,4,2,0,0,0,0,4,5,2,6,0,0,0,0,0,2,0,4,5
2014/4/22 23:00,0,0,5,4,5,0,0,0,0,1,5,16,6,3,2,0,0,2,4,12,2,3,3,0,0,4,8,5,5,3,0,0,0,11,9,6,11,7,0,0,0,16,10,9,16,0,0,0,0,10,12,7,10,0,0,0,0,4,14,25,12,0,0,0,4,6,7,18,8,0,0,0,11,3,7,19,2,0,2,0,6,2,8,10,1,0,2,0,10,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,4,0,2,3,1,0,0,0,2,3,7,3,0,0,0,0,0,1,1,1,1
2014/4/23 0:00,0,0,1,7,2,0,0,0,0,0,3,6,1,1,0,0,0,0,2,11,1,2,0,0,0,2,3,0,5,1,0,0,0,7,6,2,5,4,0,0,0,8,7,2,5,0,0,0,0,5,6,11,9,0,0,0,0,3,7,6,8,0,0,0,0,6,5,12,5,0,0,0,2,3,9,2,3,0,1,0,0,4,7,5,1,0,6,1,7,6,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,2,1,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1
2014/4/23 1:00,0,0,0,2,0,0,0,0,0,0,2,4,3,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,2,0,0,0,0,3,4,1,1,0,0,0,0,1,2,1,2,0,0,0,0,2,4,6,6,0,0,0,0,0,0,3,2,0,0,0,1,0,4,7,0,0,3,0,1,0,2,4,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2014/4/23 2:00,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,4,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014/4/23 3:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/4/23 4:00,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014/4/23 5:00,0,0,1,1,1,0,0,0,0,0,3,3,6,2,0,0,0,1,2,3,5,4,1,0,0,2,5,6,9,1,0,0,0,6,3,0,3,1,0,0,0,3,5,8,2,0,0,0,0,2,0,1,3,0,0,0,0,3,4,4,0,0,0,0,3,0,4,0,1,0,0,0,6,0,2,3,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2014/4/23 6:00,0,0,0,9,7,0,0,0,0,0,4,20,28,21,1,0,0,5,3,12,24,42,1,0,0,9,11,11,46,25,0,0,0,13,5,12,5,15,0,0,0,21,17,26,19,0,0,0,0,10,14,25,13,0,0,0,0,4,5,20,4,0,0,0,14,7,9,4,3,0,0,0,34,6,4,5,2,0,0,0,18,6,1,4,1,0,1,0,8,14,0,0,0,0,0,0,4,0,2,2,0,2,0,0,0,0,2,3,2,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,1,2,0,1
2014/4/23 7:00,0,0,7,16,13,0,0,0,0,8,8,43,74,20,4,0,0,5,7,28,65,94,7,0,0,19,19,33,71,35,0,0,0,22,21,25,26,6,0,0,0,29,26,73,33,0,0,0,0,15,30,36,27,0,0,0,0,16,24,34,7,0,0,0,10,23,18,14,14,0,0,0,78,11,11,12,3,0,1,0,22,20,5,3,2,0,1,2,29,37,0,0,0,4,0,0,17,0,0,4,1,3,0,0,0,0,1,15,5,2,1,0,0,0,2,2,20,1,2,0,0,0,0,0,5,0,2,0
2014/4/23 8:00,0,0,3,20,19,0,0,0,0,8,18,41,80,60,5,0,0,2,13,57,97,118,17,0,0,35,40,73,133,65,0,0,0,60,48,73,50,38,0,0,0,63,70,119,60,0,0,0,0,40,79,82,35,0,0,0,0,40,72,61,5,0,0,0,15,72,49,20,17,0,0,0,109,23,30,9,13,0,6,0,66,35,6,11,2,0,1,1,69,72,0,0,0,1,0,0,37,0,5,31,1,3,0,0,0,0,2,47,14,5,2,0,0,0,1,6,21,4,2,0,0,0,0,0,12,1,3,1
2014/4/23 9:00,0,0,4,15,24,0,0,0,0,1,15,36,44,35,3,0,0,2,26,68,55,50,9,0,0,29,19,54,118,54,0,0,0,65,58,93,39,28,0,0,0,82,81,53,59,0,0,0,0,43,62,85,17,0,0,0,0,32,63,45,7,0,0,0,11,57,77,17,15,0,0,0,64,40,51,12,7,0,3,0,37,32,15,8,3,0,2,0,65,42,0,0,0,0,0,0,25,0,0,20,6,6,0,0,0,0,6,26,8,8,1,0,0,0,4,6,15,2,5,1,0,0,0,0,5,2,1,3
2014/4/23 10:00,0,0,4,11,15,0,0,0,0,7,7,17,20,14,2,0,0,1,18,33,20,15,12,0,0,2,12,28,60,15,0,0,0,32,40,37,18,20,0,0,0,29,38,48,29,0,0,0,0,25,42,38,16,0,0,0,0,19,45,35,3,0,0,0,5,25,27,13,6,0,0,0,20,21,22,14,2,0,0,0,17,20,7,6,2,0,2,1,15,34,0,0,0,1,0,0,1,0,8,11,1,0,0,0,0,0,0,12,1,8,2,1,0,0,4,3,9,2,0,1,0,0,0,0,2,1,1,0
2014/4/23 11:00,0,0,1,3,12,0,0,0,0,1,7,15,17,16,1,0,0,2,12,24,16,17,6,0,0,6,19,29,26,19,0,0,0,23,21,22,16,10,0,0,0,29,36,39,21,0,0,0,0,24,41,38,9,0,0,0,0,12,40,25,7,0,0,0,5,27,20,14,11,1,0,0,20,8,12,12,5,0,5,0,14,13,8,8,1,0,1,2,12,6,0,0,0,0,0,0,2,0,3,10,2,0,0,0,0,0,2,7,1,4,0,0,0,0,3,5,2,1,0,0,0,0,0,0,4,0,0,1
2014/4/23 12:00,0,0,5,11,29,0,0,0,0,4,10,25,20,18,4,0,0,2,11,27,30,21,4,0,0,8,14,25,40,10,0,0,0,23,30,34,21,6,0,0,0,26,37,41,23,0,0,0,0,23,35,49,20,0,0,0,0,17,40,40,10,0,0,0,8,22,34,23,11,1,0,0,26,17,25,9,4,0,1,0,15,20,15,1,1,0,2,0,16,5,0,0,0,0,0,0,4,0,3,7,3,0,0,0,0,0,3,7,1,7,1,1,0,0,1,2,1,1,0,1,0,0,0,0,1,3,1,1
2014/4/23 13:00,0,0,1,7,18,0,0,0,0,4,9,31,28,25,4,0,0,2,15,38,23,24,10,0,0,15,17,26,58,12,0,0,0,27,25,26,22,5,0,0,0,37,36,35,26,0,0,0,0,35,64,38,27,0,0,0,0,21,38,54,8,0,0,0,5,20,30,27,15,0,0,0,21,14,22,14,2,0,2,0,21,18,14,5,9,0,7,1,13,14,0,0,0,1,0,0,5,0,7,9,4,2,0,0,0,0,3,12,1,5,2,0,0,0,2,4,3,1,1,0,0,0,0,0,4,0,2,2
2014/4/23 14:00,0,0,3,9,18,0,0,0,0,2,15,15,21,16,2,0,0,6,19,49,25,21,7,0,0,7,39,47,25,15,0,0,0,27,32,21,24,12,0,0,0,38,44,55,28,0,0,0,0,25,56,63,26,0,0,0,0,13,36,53,10,0,0,0,9,20,26,21,21,1,0,0,30,20,22,13,8,0,2,0,11,23,12,10,7,0,6,2,17,12,0,0,0,3,2,0,4,0,1,9,3,1,0,0,0,0,6,12,2,0,0,1,0,0,1,3,1,1,2,0,0,0,0,0,4,1,1,0
2014/4/23 15:00,0,0,4,13,19,0,0,0,0,1,8,22,18,15,1,0,0,1,19,61,20,20,5,0,0,9,36,48,41,11,0,0,0,18,37,30,18,9,0,0,0,43,46,29,22,0,0,0,0,31,58,55,31,0,0,0,0,22,45,53,12,0,0,0,5,23,34,27,15,0,0,0,28,11,15,23,5,0,2,0,17,16,6,13,4,0,2,1,13,8,0,0,0,1,0,0,2,0,2,7,1,4,0,0,0,0,6,7,3,7,0,0,0,0,3,6,2,0,1,1,0,0,0,0,7,1,1,0
2014/4/23 16:00,0,0,5,13,20,0,0,0,0,5,13,19,12,19,3,0,0,3,37,75,21,24,10,0,0,6,62,75,66,15,0,0,0,26,35,35,21,21,0,0,0,39,39,35,33,0,0,0,0,46,57,49,35,0,0,0,0,18,48,53,16,0,0,0,9,19,26,44,25,0,0,0,30,15,39,14,15,0,3,0,29,9,15,8,8,0,9,2,10,13,0,0,0,1,1,0,6,0,3,8,1,1,0,0,0,0,3,12,1,4,3,1,0,0,3,5,3,1,1,0,0,0,0,0,4,0,0,0
2014/4/23 17:00,0,0,5,38,35,0,0,0,0,30,27,54,27,17,11,0,0,2,56,128,24,36,20,0,0,11,79,115,134,21,0,0,0,59,80,62,40,36,0,0,0,72,76,47,57,0,0,0,0,77,67,104,82,0,0,0,0,18,72,102,41,0,0,0,9,34,35,57,46,1,0,0,63,10,39,35,20,0,3,0,47,33,33,25,18,0,8,1,25,31,0,0,0,1,0,0,8,0,6,17,3,0,0,0,0,0,11,15,2,10,3,2,0,0,11,5,9,4,6,1,0,0,0,0,19,2,1,1
2014/4/23 18:00,0,0,12,42,49,0,0,0,0,18,27,58,32,18,14,0,0,18,59,94,28,34,15,0,0,11,100,108,101,18,0,0,0,82,98,62,53,51,0,0,0,75,93,63,63,0,0,0,0,98,103,135,83,0,0,0,0,54,84,141,56,0,0,0,17,35,52,96,54,5,0,0,90,23,39,59,24,0,7,0,58,32,20,26,23,0,16,5,31,27,0,0,0,1,0,0,6,0,7,13,2,2,0,0,0,0,9,26,5,22,7,2,0,0,10,9,12,14,7,2,0,0,0,0,18,2,6,3
2014/4/23 19:00,0,0,3,34,33,0,0,0,0,2,21,51,15,11,15,0,0,10,25,61,8,20,10,0,0,5,37,44,59,22,0,0,0,53,55,43,42,22,0,0,0,65,70,30,60,0,0,0,0,65,65,90,52,0,0,0,0,34,64,116,38,0,0,0,17,25,40,66,45,2,0,0,53,19,27,39,14,0,5,0,29,14,18,22,14,0,16,8,26,26,0,0,0,1,0,0,7,0,3,8,2,3,0,0,0,0,9,21,5,18,6,2,0,0,10,13,8,12,3,0,0,0,0,0,11,4,2,5
2014/4/23 20:00,0,0,2,17,14,0,0,0,0,0,15,23,13,13,3,0,0,0,19,22,5,16,8,0,0,3,27,15,31,14,0,0,0,33,28,23,17,19,0,0,0,49,33,15,40,0,0,0,0,37,48,59,36,0,0,0,0,23,27,52,28,0,0,0,7,14,24,41,26,3,0,0,28,4,14,12,23,0,4,0,21,6,20,7,1,0,8,2,9,15,0,0,0,3,0,0,6,0,8,4,1,1,0,0,0,0,7,6,1,18,4,2,0,0,3,4,5,6,4,0,0,0,0,0,8,2,1,4
2014/4/23 21:00,0,0,2,9,3,0,0,0,0,0,8,20,5,3,4,0,0,2,26,15,1,7,8,0,0,2,15,13,10,8,0,0,0,20,13,9,19,15,0,0,0,23,27,6,26,0,0,0,0,20,27,24,23,0,0,0,0,15,23,45,21,0,0,0,4,9,10,31,20,0,0,0,11,7,17,16,12,0,1,0,6,4,11,12,0,0,3,1,7,5,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,5,6,0,13,4,1,0,0,3,6,5,4,5,1,0,0,0,0,4,0,2,4
2014/4/23 22:00,0,0,2,6,1,0,0,0,0,0,8,12,2,3,0,0,0,0,15,10,0,3,3,0,0,4,8,9,16,6,0,0,0,7,12,8,7,8,0,0,0,11,17,9,18,0,0,0,0,10,19,18,24,0,0,0,0,9,17,25,17,0,0,0,5,3,7,18,10,1,0,0,7,1,5,11,7,0,0,0,6,4,12,12,2,0,3,1,5,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,1,4,4,6,1,0,0,0,3,3,2,5,3,0,0,0,0,6,0,3,1
